frameMs,draws,vsB0,vsB1,vsB2,vsB3,psB0,psB1,psB2,psB3,vbLocks,vbDiscards,ibLocks,ibDiscards
6.85,15,15,0,0,0,0,0,0,0,14,0,0,0
8.24,15,15,0,0,0,0,0,0,0,14,0,0,0
6.66,15,15,0,0,0,0,0,0,0,14,0,0,0
7.55,15,15,0,0,0,0,0,0,0,14,0,0,0
6.69,15,15,0,0,0,0,0,0,0,14,0,0,0
7.11,15,15,0,0,0,0,0,0,0,14,0,0,0
6.92,15,15,0,0,0,0,0,0,0,14,0,0,0
7.81,15,15,0,0,0,0,0,0,0,14,0,0,0
6.77,15,15,0,0,0,0,0,0,0,14,0,0,0
6.91,15,15,0,0,0,0,0,0,0,14,0,0,0
7.65,15,15,0,0,0,0,0,0,0,14,0,0,0
